gisaid id,sequence_name,country,travel_history,sample_date,epi_week,lineage
,England/SHEF-CBB88/2020,UK,,2020-04-15,16.0,B.1.1.35
,England/SHEF-CF93F/2020,UK,,2020-04-13,16.0,B.1.1.35
,England/SHEF-C5BF7/2020,UK,,2020-04-13,16.0,B.1.1.35
,England/SHEF-D0FB1/2020,UK,,2020-04-15,16.0,B.1.1
,England/SHEF-C0CBD/2020,UK,,2020-04-13,16.0,B.1.79
,England/SHEF-C5DB5/2020,UK,,2020-04-16,16.0,B.1.1.35
,England/SHEF-C81F2/2020,UK,,2020-04-12,16.0,B.1.1
,England/SHEF-C1CBC/2020,UK,,2020-04-16,16.0,B.1.98
,England/SHEF-C9698/2020,UK,,2020-04-15,16.0,B.1.1.35
,England/SHEF-C1AEF/2020,UK,,2020-04-16,16.0,B.1.1.1
,England/SHEF-D1660/2020,UK,,2020-04-13,16.0,B.1.1
,England/SHEF-C4994/2020,UK,,2020-04-16,16.0,B.1.1
,England/SHEF-C2DC7/2020,UK,,2020-04-13,16.0,B.1
,England/CAMB-1AF600/2020,UK,,2020-05-06,19.0,B.1.5
,England/CAMB-1AF688/2020,UK,,2020-05-07,19.0,B.1.5
,England/CAMB-1AED39/2020,UK,,2020-05-07,19.0,B.1.1
,England/CAMB-1B0059/2020,UK,,2020-05-07,19.0,B.1.5
,England/CAMB-1AF66A/2020,UK,,2020-05-06,19.0,B.1.1
,England/CAMB-1B004A/2020,UK,,2020-05-07,19.0,B.1.88
,England/CAMB-1AF58B/2020,UK,,2020-05-09,19.0,B.1.1.64
,England/CAMB-1AED48/2020,UK,,2020-05-08,19.0,B.1.105
,England/CAMB-1B003B/2020,UK,,2020-05-08,19.0,B.1.1.1
,England/CAMB-1AF5C7/2020,UK,,2020-05-07,19.0,B.1.160.1
,England/CAMB-1AF56D/2020,UK,,2020-05-07,19.0,B.1.98
,England/CAMB-1AF55E/2020,UK,,2020-05-08,19.0,B.1.98
,England/CAMB-1AEF24/2020,UK,,2020-05-07,19.0,B.1.1.64
,England/CAMB-1AF5A9/2020,UK,,2020-05-07,19.0,B.1.1
,England/CAMB-1B0068/2020,UK,,2020-05-08,19.0,B.1.1
,England/CAMB-1AF5E5/2020,UK,,2020-05-08,19.0,B.1.1
,England/CAMB-1B011A/2020,UK,,2020-05-06,19.0,B.1
,England/CAMB-1B00FF/2020,UK,,2020-05-07,19.0,B.1.1
,England/CAMB-1AF64C/2020,UK,,2020-05-08,19.0,B.1.1
,England/SHEF-D091D/2020,UK,,2020-03-30,14.0,B.1.152
,England/SHEF-CEE7D/2020,UK,,2020-04-16,16.0,B.1.1.35
,England/SHEF-C1715/2020,UK,,2020-04-13,16.0,B.1.1
,England/SHEF-C6B7E/2020,UK,,2020-04-17,16.0,B.1
,England/SHEF-C2CE8/2020,UK,,2020-04-14,16.0,B.1.1
,England/SHEF-CF094/2020,UK,,2020-03-31,14.0,B.1.1.10
,England/SHEF-CF86F/2020,UK,,2020-04-13,16.0,B.1.1
,England/SHEF-C57A8/2020,UK,,2020-04-15,16.0,B.1.176
,England/SHEF-C5A36/2020,UK,,2020-04-14,16.0,B.1.1.35
,England/SHEF-C7B31/2020,UK,,2020-03-29,14.0,B.1.152
,England/SHEF-D0300/2020,UK,,2020-04-15,16.0,B.1.1.60
,England/SHEF-C5878/2020,UK,,2020-04-02,14.0,B.1.1
,England/SHEF-C0A59/2020,UK,,2020-04-16,16.0,B.1.1.35
,England/SHEF-C5984/2020,UK,,2020-04-14,16.0,B.1.1.35
,England/SHEF-C8286/2020,UK,,2020-03-29,14.0,B.1.152
,England/SHEF-C41BA/2020,UK,,2020-04-09,15.0,B.1.1
,England/SHEF-C77B5/2020,UK,,2020-04-14,16.0,B.1.1.35
,England/SHEF-C6543/2020,UK,,2020-04-17,16.0,B.1.1.35
,England/SHEF-D068F/2020,UK,,2020-04-17,16.0,B.1.1.35
,England/SHEF-D0986/2020,UK,,2020-04-16,16.0,B.1
,England/BIRM-5ED84/2020,UK,,2020-05-01,18.0,B.1
,England/BIRM-5ED48/2020,UK,,2020-04-29,18.0,B.1.1
,England/BIRM-5ECE1/2020,UK,,2020-04-29,18.0,B.1.1.35
,England/PHEC-2134C/2020,UK,,2020-04-27,18.0,B.1.5.6
,England/PHEC-211CA/2020,UK,,2020-04-23,17.0,B.1.5.6
,England/PHEC-2127C/2020,UK,,2020-04-14,16.0,B.1.1
,England/PHEC-2131F/2020,UK,,2020-04-27,18.0,B.1.1
,England/PHEC-210EB/2020,UK,,2020-04-20,17.0,B.1
,England/PHEC-2140D/2020,UK,,2020-04-29,18.0,B.1.1.10
,England/PHEC-211E8/2020,UK,,2020-04-24,17.0,B.1.1
,England/PHEC-212D6/2020,UK,,2020-04-27,18.0,B.1.1
,England/PHEC-21379/2020,UK,,2020-04-28,18.0,B.1.1
,England/PHEC-210DC/2020,UK,,2020-03-30,14.0,B.1.1
,England/PHEC-2124F/2020,UK,,2020-04-20,17.0,B.1.1.35
,England/PHEC-21230/2020,UK,,2020-04-24,17.0,B.1.152
,England/PHEC-2132E/2020,UK,,2020-04-24,17.0,B.1.160.1
,England/PHEC-2117F/2020,UK,,2020-04-21,17.0,B.1.1.35
,England/PHEC-21115/2020,UK,,2020-04-20,17.0,B.1.1.35
,England/PHEC-21300/2020,UK,,2020-04-24,17.0,B.1.1.44
,England/PHEC-210AF/2020,UK,,2020-03-30,14.0,B.1.1
,England/PHEC-21133/2020,UK,,2020-04-21,17.0,B.1.1
,England/PHEC-212F4/2020,UK,,2020-04-24,17.0,B.2
,England/PHEC-210CD/2020,UK,,2020-03-30,14.0,B.1.1
,England/PHEC-21142/2020,UK,,2020-04-21,17.0,B.3
,England/PHEC-21397/2020,UK,,2020-04-23,17.0,B.1.1
,England/PHEC-21106/2020,UK,,2020-04-16,16.0,B.1.1.44
,England/PHEC-2133D/2020,UK,,2020-04-26,18.0,B.1.152
,England/PHEC-213F1/2020,UK,,2020-04-27,18.0,B.1
,England/PHEC-21203/2020,UK,,2020-04-22,17.0,B.1.5.6
,England/PHEC-2141C/2020,UK,,2020-04-28,18.0,B.1.1.35
,England/PHEC-21160/2020,UK,,2020-04-22,17.0,B.1.1
,England/PHEC-212C7/2020,UK,,2020-04-24,17.0,B.1.1
,England/PHEC-212E5/2020,UK,,2020-04-27,18.0,B.2
,England/PHEC-2142B/2020,UK,,2020-04-27,18.0,B.1.1
,England/PHEC-213A6/2020,UK,,2020-04-28,18.0,B.1.1
,England/PHEC-2129A/2020,UK,,2020-04-27,18.0,B.1.1
,England/PHEC-21124/2020,UK,,2020-04-13,16.0,B.1.1.35
,England/PHEC-2136A/2020,UK,,2020-04-14,16.0,B.1.1
,England/PHEC-210FA/2020,UK,,2020-04-20,17.0,B.1.1
,England/PHEC-2126D/2020,UK,,2020-04-23,17.0,B.1
,England/PHEC-212A9/2020,UK,,2020-04-24,17.0,B.1.1
,England/PHEC-211D9/2020,UK,,2020-04-20,17.0,B.1.160.1
,England/PHEC-2135B/2020,UK,,2020-04-28,18.0,B.1.1
,England/PHEC-21388/2020,UK,,2020-04-24,17.0,B.2
,England/PHEC-213B5/2020,UK,,2020-04-24,17.0,B.1.1
,England/PHEC-213D3/2020,UK,,2020-04-27,18.0,B.1.1.35
,England/PHEC-210BE/2020,UK,,2020-03-30,14.0,B.1.1
,England/PHEC-21151/2020,UK,,2020-04-23,17.0,B.1.1
,England/PHEC-211AC/2020,UK,,2020-04-22,17.0,B.1.1.1
,England/PHEC-213C4/2020,UK,,2020-04-27,18.0,B.1.1
,Scotland/EDB4658/2020,UK,,2020-05-08,19.0,B.1.40
,Scotland/EDB4654/2020,UK,,2020-05-08,19.0,B.1
,Scotland/EDB4679/2020,UK,,2020-05-08,19.0,B.1.1
,Scotland/EDB4712/2020,UK,,2020-04-27,18.0,B.1.1.35
,Scotland/EDB4656/2020,UK,,2020-05-08,19.0,B.1
,Scotland/EDB4367/2020,UK,,2020-04-24,17.0,B.1.168
,Scotland/EDB4373/2020,UK,,2020-04-27,18.0,B.1.93
,Scotland/EDB4366/2020,UK,,2020-04-25,17.0,B.1
,Scotland/EDB4713/2020,UK,,2020-04-27,18.0,B.2
,Scotland/EDB4705/2020,UK,,2020-05-09,19.0,B.1.5
,Scotland/EDB4706/2020,UK,,2020-05-10,20.0,B.1.5
,Scotland/EDB4661/2020,UK,,2020-05-08,19.0,B.1.5
,Scotland/EDB4621/2020,UK,,2020-05-06,19.0,B.1.1.35
,Scotland/EDB4671/2020,UK,,2020-05-08,19.0,B.1.5
,Scotland/EDB4372/2020,UK,,2020-04-26,18.0,B.1.93
,Scotland/EDB4365/2020,UK,,2020-04-24,17.0,B.2.1
,Scotland/EDB4708/2020,UK,,2020-04-27,18.0,B.1.1.35
,Scotland/EDB4711/2020,UK,,2020-04-27,18.0,B.24
,Scotland/EDB4653/2020,UK,,2020-05-08,19.0,B.1.1.14
,Scotland/EDB4682/2020,UK,,2020-05-09,19.0,B.1.5
,Scotland/EDB4709/2020,UK,,2020-04-27,18.0,B.1.1.35
,Scotland/EDB4710/2020,UK,,2020-04-27,18.0,B.1.1
,England/SHEF-CD6C1/2020,UK,,2020-04-14,16.0,B.1.79
,England/SHEF-CE0FF/2020,UK,,2020-04-20,17.0,B.1.1.35
,England/SHEF-C0F96/2020,UK,,2020-04-15,16.0,B.1.1
,England/SHEF-C34EF/2020,UK,,2020-04-17,16.0,B.1.1.35
,England/SHEF-D273F/2020,UK,,2020-04-15,16.0,B.1.1
,England/SHEF-D141B/2020,UK,,2020-04-20,17.0,B.1.79
,England/SHEF-CAC68/2020,UK,,2020-04-20,17.0,B.1.79
,England/SHEF-CF0EF/2020,UK,,2020-04-20,17.0,B.1.1
,England/SHEF-D2720/2020,UK,,2020-04-15,16.0,B.1.1
,England/SHEF-CA5C7/2020,UK,,2020-04-14,16.0,B.1.79
,England/SHEF-CBBB5/2020,UK,,2020-04-15,16.0,B.1.1
,England/SHEF-C70AB/2020,UK,,2020-04-20,17.0,B.1.1
,England/SHEF-CD184/2020,UK,,2020-04-20,17.0,B.1.1.1
,England/SHEF-CF8AB/2020,UK,,2020-04-15,16.0,B.1
,England/SHEF-C4E77/2020,UK,,2020-04-12,16.0,B.1.1
,England/SHEF-D3473/2020,UK,,2020-04-20,17.0,B.1.1.1
,England/SHEF-C682C/2020,UK,,2020-04-20,17.0,B.1.1.35
,England/SHEF-D2711/2020,UK,,2020-04-20,17.0,B.1.79
,England/SHEF-C625B/2020,UK,,2020-04-15,16.0,B.1.1
,England/SHEF-C817A/2020,UK,,2020-04-20,17.0,B.1.1
,England/CAMB-1AFFE7/2020,UK,,2020-05-08,19.0,B.1.1
,England/CAMB-1AFFC9/2020,UK,,2020-05-07,19.0,B.2
,England/CAMB-1B0077/2020,UK,,2020-05-04,19.0,B.1.1
,England/CAMB-1B00A4/2020,UK,,2020-05-07,19.0,B.1.1
,England/CAMB-1B001D/2020,UK,,2020-05-06,19.0,B.1.1
,England/CAMB-1AFFF6/2020,UK,,2020-05-07,19.0,B.1.1
,England/CAMB-1AFFBA/2020,UK,,2020-05-08,19.0,B.1.1
,England/CAMB-1B0086/2020,UK,,2020-05-06,19.0,B.1.1.35
,England/CAMB-1B05D2/2020,UK,,2020-05-06,19.0,B.1.1
,England/CAMB-1B01CF/2020,UK,,2020-05-06,19.0,B.1.1
,England/CAMB-1B000E/2020,UK,,2020-05-06,19.0,B.1.1
,England/CAMB-1AFF9C/2020,UK,,2020-05-07,19.0,B.1.1
,England/CAMB-1AE55F/2020,UK,,2020-04-28,18.0,B.1.1.35
,England/CAMB-1ADDD0/2020,UK,,2020-04-25,17.0,B.1.1
,England/CAMB-1ADE19/2020,UK,,2020-04-25,17.0,B.1.1.1
,England/CAMB-1ADF07/2020,UK,,2020-04-26,18.0,B.2.4
,England/CAMB-1ADFBC/2020,UK,,2020-04-26,18.0,B.1.1.35
,England/CAMB-1AE1B5/2020,UK,,2020-04-27,18.0,B.1.1
,England/CAMB-1AE522/2020,UK,,2020-04-27,18.0,B.1.1.1
,England/CAMB-1AE610/2020,UK,,2020-04-27,18.0,B.1.1.1
,England/CAMB-1AE0D6/2020,UK,,2020-04-27,18.0,B.1
,England/CAMB-1ADF16/2020,UK,,2020-04-26,18.0,B.1.1.35
,England/CAMB-1AE2B2/2020,UK,,2020-04-27,18.0,B.1
,England/CAMB-1ADE28/2020,UK,,2020-04-26,18.0,B.1.1
,England/CAMB-1AE2D0/2020,UK,,2020-04-27,18.0,B.1.1
,England/CAMB-1AE513/2020,UK,,2020-04-28,18.0,B.1
,England/CAMB-1ADEDD/2020,UK,,2020-04-27,18.0,B.1.1
,England/CAMB-1ADE37/2020,UK,,2020-04-25,17.0,B.1.104
,England/CAMB-1AE294/2020,UK,,2020-04-27,18.0,B.1
,England/CAMB-1AE030/2020,UK,,2020-04-26,18.0,B.1.1.3
,England/CAMB-1AE698/2020,UK,,2020-04-27,18.0,B.1.1.1
,England/CAMB-1AE258/2020,UK,,2020-04-26,18.0,B
,England/CAMB-1ADE64/2020,UK,,2020-04-26,18.0,B.1.1.1
,England/CAMB-1AE540/2020,UK,,2020-04-28,18.0,B.1
,England/CAMB-1ADE91/2020,UK,,2020-04-26,18.0,B.1.1
,England/CAMB-1AE6A7/2020,UK,,2020-04-27,18.0,B.1.1
,England/CAMB-1ADDB2/2020,UK,,2020-04-26,18.0,B.1.1.1
,England/CAMB-1AE65C/2020,UK,,2020-04-27,18.0,B.1.1.1
,England/CAMB-1AE13D/2020,UK,,2020-04-27,18.0,B.1.1
,England/CAMB-1ADE0A/2020,UK,,2020-04-26,18.0,B.1.1
,England/CAMB-1AE23A/2020,UK,,2020-04-26,18.0,B
,England/CAMB-1ADF34/2020,UK,,2020-04-26,18.0,B.1
,England/CAMB-1AE531/2020,UK,,2020-04-28,18.0,B.1.35
,England/CAMB-1AE197/2020,UK,,2020-04-27,18.0,B.1.1
,England/CAMB-1ADFE9/2020,UK,,2020-04-26,18.0,B.1.1
,England/CAMB-1ADD2B/2020,UK,,2020-04-26,18.0,B.1.13
,England/CAMB-1AE05E/2020,UK,,2020-04-27,18.0,B.1.1
,England/CAMB-1AE64D/2020,UK,,2020-04-29,18.0,B.1.1.1
,England/CAMB-1ADDEF/2020,UK,,2020-04-26,18.0,B.1.1
,England/CAMB-1ADD67/2020,UK,,2020-04-26,18.0,B.1
,England/CAMB-1AE689/2020,UK,,2020-04-28,18.0,B.1
,England/CAMB-1ADF61/2020,UK,,2020-04-26,18.0,B.1.1
,England/CAMB-1AE4CB/2020,UK,,2020-04-28,18.0,B.1.1
,England/CAMB-1ADE82/2020,UK,,2020-04-26,18.0,B.1.1.1
,England/CAMB-1ADDC1/2020,UK,,2020-04-25,17.0,B.1.160
,England/CAMB-1AE003/2020,UK,,2020-04-27,18.0,B.1.1
,England/CAMB-1AE2FE/2020,UK,,2020-04-26,18.0,B
,England/CAMB-1AEA7E/2020,UK,,2020-04-28,18.0,B.1
,England/CAMB-1AE07C/2020,UK,,2020-04-27,18.0,B.1.1
,England/CAMB-1AE012/2020,UK,,2020-04-27,18.0,B.1.1
,England/CAMB-1ADFCB/2020,UK,,2020-04-27,18.0,B.1.1
,England/CAMB-1AE67A/2020,UK,,2020-04-27,18.0,B.1.1.1
,England/CAMB-1AE1D3/2020,UK,,2020-04-27,18.0,B.1.1
,England/CAMB-1ADE55/2020,UK,,2020-04-26,18.0,B.1.104
,England/CAMB-1AE373/2020,UK,,2020-04-22,17.0,B.1.105
,England/CAMB-1AE6B6/2020,UK,,2020-04-27,18.0,B.1.105
,England/CAMB-1ADD1C/2020,UK,,2020-04-25,17.0,B.1.105
,England/CAMB-1AE4AD/2020,UK,,2020-04-28,18.0,B.1.1
,England/CAMB-1AE425/2020,UK,,2020-04-29,18.0,B.1
,Scotland/GCVR-170BAF/2020,UK,,2020-03-25,13.0,B.11
,Scotland/GCVR-170486/2020,UK,,2020-03-23,13.0,B.2.1
,Scotland/GCVR-16FFB6/2020,UK,,2020-03-24,13.0,B.16
,Scotland/GCVR-170574/2020,UK,,2020-03-22,13.0,B
,Scotland/GCVR-1710FA/2020,UK,,2020-03-27,13.0,B.1
,Scotland/GCVR-171115/2020,UK,,2020-03-27,13.0,B.2
,Scotland/GCVR-170B63/2020,UK,,2020-03-24,13.0,B.1.5
,Scotland/GCVR-1701BC/2020,UK,,2020-03-23,13.0,B.3
,Scotland/GCVR-170310/2020,UK,,2020-03-22,13.0,B.2.2
,Scotland/GCVR-170AFD/2020,UK,,2020-03-24,13.0,B.1
,Scotland/GCVR-170C33/2020,UK,,2020-03-25,13.0,B.1.141
,Scotland/GCVR-16FE31/2020,UK,,2020-03-23,13.0,B.1.1
,Scotland/GCVR-1711F7/2020,UK,,2020-03-27,13.0,B.1.141
,Scotland/GCVR-170680/2020,UK,,2020-03-24,13.0,B.2
,Scotland/GCVR-1705A1/2020,UK,,2020-03-25,13.0,B.1.5
,Scotland/GCVR-1710BE/2020,UK,,2020-03-27,13.0,A.2.3
,Scotland/GCVR-170F76/2020,UK,,2020-03-26,13.0,B.1.93
,Scotland/GCVR-1711CA/2020,UK,,2020-03-26,13.0,B
,Scotland/GCVR-1703C5/2020,UK,,2020-03-23,13.0,B.16
,Scotland/GCVR-170213/2020,UK,,2020-03-24,13.0,B.2
,Scotland/GCVR-16FF10/2020,UK,,2020-03-21,12.0,B.2
,Scotland/GCVR-17044A/2020,UK,,2020-03-23,13.0,B.26
,Scotland/GCVR-170C06/2020,UK,,2020-03-24,13.0,B.16
,Scotland/GCVR-1712F4/2020,UK,,2020-03-26,13.0,B.26
,Scotland/GCVR-170B27/2020,UK,,2020-03-24,13.0,B.1
,Scotland/GCVR-171203/2020,UK,,2020-03-27,13.0,B
,Scotland/GCVR-1700BF/2020,UK,,2020-03-23,13.0,B.16
,Scotland/GCVR-170091/2020,UK,,2020-03-23,13.0,B.2.1
,Scotland/GCVR-170996/2020,UK,,2020-03-25,13.0,B.1
,Scotland/GCVR-1713A6/2020,UK,,2020-03-26,13.0,B.1.160.1
,Scotland/GCVR-17018F/2020,UK,,2020-03-24,13.0,B.1
,Scotland/GCVR-170A2A/2020,UK,,2020-03-25,13.0,B.2.1
,Scotland/GCVR-17124F/2020,UK,,2020-03-26,13.0,B.1.1
,Scotland/GCVR-17033E/2020,UK,,2020-03-23,13.0,B.2
,Scotland/GCVR-170064/2020,UK,,2020-03-24,13.0,B.16
,Scotland/GCVR-1710DC/2020,UK,,2020-03-24,13.0,B.1
,Scotland/GCVR-171106/2020,UK,,2020-03-27,13.0,B.1
,Scotland/GCVR-170C9D/2020,UK,,2020-03-25,13.0,A.5
,Scotland/GCVR-170C51/2020,UK,,2020-03-23,13.0,B.2
,Scotland/GCVR-17131F/2020,UK,,2020-03-26,13.0,B.1.93
,Scotland/GCVR-16FFD4/2020,UK,,2020-03-23,13.0,B.1.151
,Scotland/GCVR-170459/2020,UK,,2020-03-23,13.0,B.26
,Scotland/GCVR-170BDC/2020,UK,,2020-03-25,13.0,A.2.3
,Scotland/GCVR-170F85/2020,UK,,2020-03-27,13.0,A.2.3
,Scotland/GCVR-170FD0/2020,UK,,2020-03-27,13.0,B.1.1.35
,Scotland/GCVR-170FB2/2020,UK,,2020-03-26,13.0,A.2.3
,Scotland/GCVR-16FFC5/2020,UK,,2020-03-24,13.0,B.1.5
,Scotland/GCVR-170A75/2020,UK,,2020-03-26,13.0,B.26
,Scotland/GCVR-171388/2020,UK,,2020-03-26,13.0,B.1.93
,Scotland/GCVR-1702D7/2020,UK,,2020-03-23,13.0,B.16
,Scotland/GCVR-170116/2020,UK,,2020-03-23,13.0,B.16
,Scotland/GCVR-1704C2/2020,UK,,2020-03-23,13.0,B.1.141
,Scotland/GCVR-170082/2020,UK,,2020-03-24,13.0,B.1.5.6
,Scotland/GCVR-170671/2020,UK,,2020-03-24,13.0,A.1
,Scotland/GCVR-1704FF/2020,UK,,2020-03-23,13.0,B.16
,Scotland/GCVR-17140D/2020,UK,,2020-03-26,13.0,B.1.90
,Scotland/GCVR-170A93/2020,UK,,2020-03-26,13.0,B.1.141
,Scotland/GCVR-17117F/2020,UK,,2020-03-27,13.0,B.1.5
,Scotland/GCVR-1708E4/2020,UK,,2020-03-25,13.0,B.1.141
,Scotland/GCVR-17028C/2020,UK,,2020-03-24,13.0,B.2
,Scotland/GCVR-17135B/2020,UK,,2020-03-25,13.0,B.1
,Scotland/GCVR-1712D6/2020,UK,,2020-03-26,13.0,B.16
,Scotland/GCVR-170B81/2020,UK,,2020-03-25,13.0,B.1
,Scotland/GCVR-170AEE/2020,UK,,2020-03-24,13.0,A.2.3
,Scotland/GCVR-16FFE3/2020,UK,,2020-03-24,13.0,B.1.93
,Scotland/GCVR-170538/2020,UK,,2020-03-23,13.0,B.1.5
,Scotland/GCVR-170073/2020,UK,,2020-03-24,13.0,B.2
,Scotland/GCVR-170C8E/2020,UK,,2020-03-25,13.0,B.1.5
,Scotland/GCVR-1711BB/2020,UK,,2020-03-27,13.0,B.1.141
,Scotland/GCVR-171160/2020,UK,,2020-03-26,13.0,B.9
,Scotland/GCVR-1700DD/2020,UK,,2020-03-23,13.0,B.1.93
,Scotland/GCVR-1702F5/2020,UK,,2020-03-24,13.0,B.1.1
,Scotland/GCVR-170C42/2020,UK,,2020-03-25,13.0,B.1
,Scotland/GCVR-171063/2020,UK,,2020-03-27,13.0,B.2
,Scotland/GCVR-171397/2020,UK,,2020-03-25,13.0,B.1
,Scotland/GCVR-170CE8/2020,UK,,2020-03-25,13.0,B.2
,Scotland/GCVR-16FE5F/2020,UK,,2020-03-23,13.0,B.1.141
,Scotland/GCVR-170626/2020,UK,,2020-03-24,13.0,B.2
,Scotland/GCVR-1706AE/2020,UK,,2020-03-24,13.0,B.26
,Scotland/GCVR-170AB1/2020,UK,,2020-03-25,13.0,B.1.5.6
,Scotland/GCVR-17095A/2020,UK,,2020-03-25,13.0,B.1.1
,Scotland/GCVR-170D12/2020,UK,,2020-03-25,13.0,B.1.93
,Scotland/GCVR-170046/2020,UK,,2020-03-24,13.0,B.1.1
,Scotland/GCVR-171300/2020,UK,,2020-03-26,13.0,A.2.3
,Scotland/GCVR-17043B/2020,UK,,2020-03-24,13.0,B.1
,Scotland/GCVR-170592/2020,UK,,2020-03-24,13.0,B.1.1
,Scotland/GCVR-17034D/2020,UK,,2020-03-23,13.0,B.1.1
,Scotland/GCVR-1710CD/2020,UK,,2020-03-27,13.0,B
,Scotland/GCVR-1705DE/2020,UK,,2020-03-24,13.0,B.1
,Scotland/GCVR-170529/2020,UK,,2020-03-23,13.0,B.1.1
,Scotland/GCVR-171221/2020,UK,,2020-03-26,13.0,B.2
,Scotland/GCVR-16FFF2/2020,UK,,2020-03-24,13.0,B.2
,Scotland/GCVR-170B45/2020,UK,,2020-03-25,13.0,B.1.5
,Scotland/GCVR-1708D5/2020,UK,,2020-03-24,13.0,B.1.1
,Scotland/GCVR-170028/2020,UK,,2020-03-24,13.0,B.1.77
,Scotland/GCVR-170BFA/2020,UK,,2020-03-24,13.0,B.16
,Scotland/GCVR-170C15/2020,UK,,2020-03-25,13.0,B.1
,Scotland/GCVR-170B18/2020,UK,,2020-03-24,13.0,B
,Scotland/GCVR-170C60/2020,UK,,2020-03-25,13.0,B.1
,Scotland/GCVR-170D4F/2020,UK,,2020-03-25,13.0,B.1.141
,Scotland/GCVR-170BEB/2020,UK,,2020-03-25,13.0,B.16
,Scotland/GCVR-17042C/2020,UK,,2020-03-23,13.0,B.1.157
,Scotland/GCVR-17127C/2020,UK,,2020-03-26,13.0,B.1.1
,Scotland/GCVR-1701E9/2020,UK,,2020-03-24,13.0,B.1
,Scotland/GCVR-170617/2020,UK,,2020-03-24,13.0,B.1.1.35
,Scotland/GCVR-1700CE/2020,UK,,2020-03-23,13.0,B.1.141
,Scotland/GCVR-171124/2020,UK,,2020-03-27,13.0,B.2.1
,Scotland/GCVR-170152/2020,UK,,2020-03-23,13.0,B.2
,Scotland/GCVR-170170/2020,UK,,2020-03-24,13.0,A.2.3
,Scotland/GCVR-170F94/2020,UK,,2020-03-26,13.0,B.3
,Scotland/GCVR-170125/2020,UK,,2020-03-23,13.0,B.26
,Scotland/GCVR-1712B8/2020,UK,,2020-03-27,13.0,B.1.1.35
,Scotland/GCVR-170B36/2020,UK,,2020-03-24,13.0,B.1.157
,Scotland/GCVR-17036B/2020,UK,,2020-03-23,13.0,B.1
,Scotland/GCVR-1708F3/2020,UK,,2020-03-25,13.0,B.1
,Scotland/GCVR-17000A/2020,UK,,2020-03-25,13.0,A.2.3
,Scotland/GCVR-1702C8/2020,UK,,2020-03-24,13.0,B.1.1.35
,Scotland/GCVR-170705/2020,UK,,2020-03-26,13.0,B.1
,Scotland/GCVR-16FF89/2020,UK,,2020-03-24,13.0,B.1.1
,Scotland/GCVR-1709D2/2020,UK,,2020-03-25,13.0,B.1.93
,Scotland/GCVR-17086C/2020,UK,,2020-03-25,13.0,B.1.93
,Scotland/GCVR-1712A9/2020,UK,,2020-03-26,13.0,B.11
,Scotland/GCVR-1706BD/2020,UK,,2020-03-23,13.0,B.1.77
,Scotland/GCVR-1705FC/2020,UK,,2020-03-24,13.0,B.1.1
,Scotland/GCVR-170495/2020,UK,,2020-03-23,13.0,B.1.1
,Scotland/GCVR-1704E0/2020,UK,,2020-03-23,13.0,B.16
,Scotland/GCVR-17128B/2020,UK,,2020-03-26,13.0,B.1.1.35
,Scotland/GCVR-170BBE/2020,UK,,2020-03-25,13.0,B.1
,Scotland/GCVR-170608/2020,UK,,2020-03-25,13.0,A.5
,Scotland/GCVR-170F58/2020,UK,,2020-03-27,13.0,B.1
,Scotland/GCVR-17032F/2020,UK,,2020-03-24,13.0,B.2.1
,Scotland/GCVR-17134C/2020,UK,,2020-03-26,13.0,B.2.1
,Scotland/GCVR-170398/2020,UK,,2020-03-21,12.0,B.16
,Scotland/GCVR-1702E6/2020,UK,,2020-03-23,13.0,B.1.1
,Scotland/GCVR-1703E3/2020,UK,,2020-03-23,13.0,B.1.93
,Scotland/GCVR-170644/2020,UK,,2020-03-24,13.0,B.1.141
,Scotland/GCVR-170143/2020,UK,,2020-03-24,13.0,B.2
,Scotland/GCVR-170F67/2020,UK,,2020-03-27,13.0,B.2
,Scotland/GCVR-1709F0/2020,UK,,2020-03-26,13.0,A.2.3
,Scotland/GCVR-1700FB/2020,UK,,2020-03-23,13.0,B.2
,Scotland/GCVR-170653/2020,UK,,2020-03-24,13.0,A.1
,Scotland/GCVR-170662/2020,UK,,2020-03-24,13.0,A.1
,Scotland/GCVR-170CCA/2020,UK,,2020-03-24,13.0,B.1.1
,Scotland/GCVR-16FF6B/2020,UK,,2020-03-24,13.0,B.1.1
,Scotland/GCVR-171054/2020,UK,,2020-03-27,13.0,B.1.1.35
,Scotland/GCVR-170B09/2020,UK,,2020-03-24,13.0,B.1.5
,Scotland/GCVR-170055/2020,UK,,2020-03-24,13.0,B.1.1
,Scotland/GCVR-170A48/2020,UK,,2020-03-25,13.0,B.2
,Scotland/GCVR-1709B4/2020,UK,,2020-03-25,13.0,B.1.93
,Scotland/GCVR-170978/2020,UK,,2020-03-25,13.0,B.2.2
,Scotland/GCVR-1709A5/2020,UK,,2020-03-25,13.0,B.1.1
,Scotland/GCVR-17085D/2020,UK,,2020-03-25,13.0,B.16
,Scotland/GCVR-1701CB/2020,UK,,2020-03-23,13.0,B.1.5
,Scotland/GCVR-170A0C/2020,UK,,2020-03-26,13.0,B.1
,Scotland/GCVR-1710EB/2020,UK,,2020-03-27,13.0,B.1
,Scotland/GCVR-17050B/2020,UK,,2020-03-23,13.0,A.1
,Scotland/GCVR-170B90/2020,UK,,2020-03-25,13.0,B.1.93
